city,neighbourhood,calculated_host_listings_count
Bronx,Mott Haven,1
Brooklyn,Flatbush,1
Queens,Astoria,1
Queens,Woodhaven,6
Brooklyn,Gowanus,1
Manhattan,Financial District,5
Brooklyn,Bushwick,8
Brooklyn,Bushwick,8
Brooklyn,Bushwick,8
Queens,Woodside,103
Manhattan,SoHo,3
Brooklyn,Bedford-Stuyvesant,10
Manhattan,Washington Heights,2
Manhattan,Chelsea,232
Manhattan,Chinatown,1
Brooklyn,Bushwick,1
Brooklyn,Williamsburg,1
Manhattan,Financial District,1
Brooklyn,Bensonhurst,2
Manhattan,Midtown,4
Brooklyn,Williamsburg,4
Manhattan,West Village,1
Brooklyn,Williamsburg,4
Manhattan,Upper East Side,1
Brooklyn,East Flatbush,1
Manhattan,Hell's Kitchen,3
Manhattan,Hell's Kitchen,3
Manhattan,Harlem,1
Manhattan,Upper West Side,1
Manhattan,East Village,1
Brooklyn,Bushwick,2
Manhattan,Battery Park City,1
Brooklyn,Cobble Hill,1
Brooklyn,Williamsburg,1
Manhattan,SoHo,1
Brooklyn,Bushwick,9
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Bensonhurst,1
Queens,Flushing,1
Manhattan,West Village,2
Brooklyn,Bushwick,2
Brooklyn,Gravesend,12
Manhattan,Harlem,3
Brooklyn,Crown Heights,1
Manhattan,Harlem,3
Brooklyn,Prospect-Lefferts Gardens,3
Manhattan,Lower East Side,28
Brooklyn,Bedford-Stuyvesant,6
Manhattan,Lower East Side,28
Manhattan,Harlem,2
Brooklyn,Carroll Gardens,1
Brooklyn,South Slope,1
Brooklyn,Greenpoint,1
Brooklyn,Prospect-Lefferts Gardens,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Greenpoint,2
Manhattan,Harlem,1
Manhattan,Upper West Side,1
Queens,Woodside,15
Manhattan,Upper East Side,1
Manhattan,Flatiron District,1
Brooklyn,Canarsie,1
Queens,Woodside,15
Queens,Woodside,1
Manhattan,Gramercy,3
Manhattan,Flatiron District,3
Queens,Elmhurst,1
Manhattan,Upper West Side,1
Queens,Elmhurst,37
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Bushwick,2
Brooklyn,Bushwick,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Williamsburg,3
Queens,Flushing,1
Brooklyn,East Flatbush,7
Queens,Astoria,1
Manhattan,East Harlem,1
Manhattan,East Harlem,2
Manhattan,Tribeca,1
Manhattan,East Village,1
Brooklyn,Bushwick,1
Queens,Richmond Hill,2
Queens,Whitestone,2
Manhattan,Murray Hill,1
Manhattan,Washington Heights,1
Manhattan,Harlem,3
Manhattan,East Village,1
Queens,Glendale,2
Manhattan,Upper East Side,1
Bronx,Fordham,3
Brooklyn,Prospect-Lefferts Gardens,1
Manhattan,Harlem,3
Manhattan,Hell's Kitchen,1
Manhattan,Harlem,1
Queens,Woodhaven,3
Brooklyn,Brooklyn Heights,1
Manhattan,Gramercy,1
Manhattan,Midtown,232
Manhattan,Upper East Side,13
Manhattan,Upper West Side,32
Manhattan,Upper West Side,32
Manhattan,East Village,9
Manhattan,Upper West Side,32
Manhattan,Upper West Side,32
Manhattan,Upper West Side,32
Brooklyn,Greenpoint,1
Manhattan,Upper West Side,32
Brooklyn,Greenpoint,1
Manhattan,Upper West Side,32
Manhattan,Upper West Side,32
Manhattan,Upper West Side,32
Manhattan,Upper West Side,32
Brooklyn,Crown Heights,1
Manhattan,Upper West Side,32
Manhattan,Upper West Side,32
Manhattan,Upper West Side,32
Manhattan,Upper West Side,32
Manhattan,Upper West Side,32
Brooklyn,Williamsburg,1
Manhattan,Upper West Side,32
Manhattan,Midtown,1
Brooklyn,Greenpoint,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,South Slope,1
Bronx,Fordham,3
Brooklyn,Bedford-Stuyvesant,3
Brooklyn,Williamsburg,1
Brooklyn,Bedford-Stuyvesant,3
Manhattan,East Harlem,1
Brooklyn,Bedford-Stuyvesant,3
Queens,Elmhurst,1
Brooklyn,Bedford-Stuyvesant,1
Queens,Woodside,1
Manhattan,Chelsea,4
Manhattan,Chelsea,4
Brooklyn,Park Slope,1
Brooklyn,Bedford-Stuyvesant,2
Manhattan,Theater District,1
Queens,Woodside,1
Brooklyn,Gowanus,3
Queens,Sunnyside,15
Manhattan,East Harlem,1
Queens,Richmond Hill,1
Brooklyn,South Slope,1
Queens,Jamaica,3
Queens,Queens Village,1
Brooklyn,Kensington,1
Brooklyn,Bushwick,8
Manhattan,Upper West Side,2
Queens,Woodside,1
Brooklyn,Bedford-Stuyvesant,2
Brooklyn,Brooklyn Heights,1
Manhattan,Upper West Side,1
Brooklyn,Williamsburg,1
Brooklyn,Bushwick,4
Bronx,Throgs Neck,1
Manhattan,Harlem,3
Brooklyn,Downtown Brooklyn,1
Brooklyn,Bushwick,3
Manhattan,Lower East Side,1
Brooklyn,Bushwick,1
Staten Island,Huguenot,2
Staten Island,Huguenot,2
Brooklyn,Brownsville,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Bedford-Stuyvesant,2
Bronx,Wakefield,1
Brooklyn,Williamsburg,2
Brooklyn,Williamsburg,1
Manhattan,Financial District,1
Brooklyn,Greenpoint,1
Manhattan,East Harlem,1
Brooklyn,Greenpoint,6
Brooklyn,Williamsburg,1
Manhattan,East Village,1
Queens,Flushing,1
Manhattan,Midtown,2
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Midtown,1
Manhattan,Washington Heights,1
Brooklyn,Gowanus,2
Queens,Jamaica Hills,2
Brooklyn,Williamsburg,1
Manhattan,Morningside Heights,3
Manhattan,Harlem,1
Manhattan,East Village,1
Manhattan,Midtown,1
Brooklyn,Crown Heights,1
Brooklyn,Greenpoint,1
Manhattan,Harlem,1
Brooklyn,Bushwick,1
Brooklyn,Midwood,1
Manhattan,Hell's Kitchen,1
Brooklyn,Crown Heights,1
Manhattan,Upper West Side,25
Manhattan,Inwood,2
Manhattan,Upper West Side,25
Manhattan,Upper West Side,25
Brooklyn,Bath Beach,1
Brooklyn,Gravesend,12
Brooklyn,Park Slope,1
Manhattan,Little Italy,1
Bronx,Wakefield,2
Manhattan,Harlem,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Bushwick,2
Queens,East Elmhurst,2
Manhattan,East Village,1
Brooklyn,Bedford-Stuyvesant,4
Manhattan,Hell's Kitchen,1
Brooklyn,Williamsburg,1
Manhattan,Hell's Kitchen,2
Manhattan,Hell's Kitchen,30
Manhattan,Hell's Kitchen,30
Brooklyn,Williamsburg,4
Brooklyn,Bushwick,1
Brooklyn,Red Hook,1
Brooklyn,Sheepshead Bay,1
Brooklyn,Flatbush,1
Manhattan,Kips Bay,1
Manhattan,Little Italy,1
Bronx,Bronxdale,1
Manhattan,Hell's Kitchen,1
Manhattan,Midtown,4
Manhattan,Kips Bay,2
Brooklyn,Williamsburg,1
Manhattan,Harlem,1
Manhattan,Harlem,3
Brooklyn,Crown Heights,1
Manhattan,Upper East Side,1
Staten Island,Rosebank,1
Brooklyn,Clinton Hill,1
Queens,Edgemere,2
Manhattan,Kips Bay,1
Manhattan,Chinatown,1
Brooklyn,Crown Heights,1
Manhattan,Harlem,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Washington Heights,2
Brooklyn,East New York,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Flatbush,1
Brooklyn,Williamsburg,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Upper West Side,1
Brooklyn,Fort Greene,1
Brooklyn,Park Slope,1
Queens,Rockaway Beach,1
Manhattan,Harlem,1
Manhattan,Nolita,4
Brooklyn,Sheepshead Bay,2
Manhattan,Upper West Side,1
Brooklyn,Gowanus,1
Brooklyn,Bedford-Stuyvesant,1
Queens,Astoria,1
Manhattan,Harlem,1
Brooklyn,Williamsburg,1
Brooklyn,Flatbush,1
Manhattan,Chelsea,1
Manhattan,Lower East Side,1
Manhattan,SoHo,1
Manhattan,Upper West Side,32
Manhattan,Upper West Side,32
Manhattan,Upper West Side,32
Manhattan,Financial District,8
Manhattan,East Village,1
Brooklyn,Bedford-Stuyvesant,2
Brooklyn,Bedford-Stuyvesant,2
Queens,Jackson Heights,1
Brooklyn,Sheepshead Bay,1
Manhattan,Hell's Kitchen,1
Queens,Astoria,1
Brooklyn,Williamsburg,1
Brooklyn,Sunset Park,3
Brooklyn,Crown Heights,1
Queens,Long Island City,103
Brooklyn,Williamsburg,1
Brooklyn,Williamsburg,3
Queens,Woodside,1
Brooklyn,Cypress Hills,1
Queens,Jamaica,1
Manhattan,Chelsea,1
Brooklyn,Bedford-Stuyvesant,1
Queens,Middle Village,4
Brooklyn,Bushwick,1
Brooklyn,Bushwick,1
Manhattan,Murray Hill,31
Queens,Jackson Heights,1
Manhattan,Inwood,2
Brooklyn,East New York,1
Manhattan,Harlem,1
Brooklyn,Bushwick,1
Brooklyn,East Flatbush,1
Queens,Fresh Meadows,5
Brooklyn,Gravesend,2
Queens,Fresh Meadows,5
Queens,Long Island City,2
Manhattan,Murray Hill,1
Manhattan,Chinatown,1
Manhattan,Inwood,1
Queens,Astoria,5
Queens,Ditmars Steinway,2
Manhattan,Little Italy,3
Manhattan,Harlem,5
Manhattan,Midtown,1
Brooklyn,Crown Heights,4
Brooklyn,Bedford-Stuyvesant,2
Manhattan,East Harlem,1
Queens,Sunnyside,1
Manhattan,Washington Heights,1
Manhattan,Lower East Side,1
Manhattan,Harlem,1
Brooklyn,Fort Greene,2
Manhattan,East Village,2
Queens,Jamaica,1
Manhattan,Upper West Side,2
Manhattan,Midtown,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Upper West Side,2
Brooklyn,Flatbush,1
Brooklyn,Bushwick,4
Manhattan,East Village,1
Manhattan,Harlem,1
Brooklyn,Williamsburg,1
Queens,St. Albans,2
Manhattan,Harlem,3
Queens,Ozone Park,4
Manhattan,Little Italy,1
Brooklyn,Greenpoint,2
Manhattan,Harlem,3
Brooklyn,Prospect-Lefferts Gardens,1
Queens,Rego Park,1
Queens,Ozone Park,4
Manhattan,NoHo,2
Brooklyn,East Flatbush,5
Brooklyn,Bushwick,3
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Hell's Kitchen,1
Brooklyn,Flatlands,3
Brooklyn,East Flatbush,1
Manhattan,Harlem,1
Manhattan,NoHo,1
Manhattan,Hell's Kitchen,2
Brooklyn,Williamsburg,1
Manhattan,Washington Heights,1
Manhattan,Harlem,3
Manhattan,Tribeca,12
Brooklyn,Prospect Heights,12
Manhattan,Upper West Side,12
Manhattan,Midtown,65
Brooklyn,Crown Heights,2
Manhattan,Hell's Kitchen,1
Bronx,Throgs Neck,5
Queens,Flushing,1
Brooklyn,East Flatbush,1
Manhattan,Harlem,3
Manhattan,Theater District,1
Brooklyn,Williamsburg,1
Manhattan,Washington Heights,2
Brooklyn,Williamsburg,1
Manhattan,Hell's Kitchen,20
Manhattan,Nolita,1
Manhattan,Upper East Side,4
Queens,Maspeth,1
Queens,Glendale,1
Brooklyn,Williamsburg,1
Manhattan,West Village,1
Manhattan,Greenwich Village,2
Manhattan,Upper West Side,1
Queens,Sunnyside,4
Queens,Ridgewood,2
Manhattan,Upper West Side,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Midtown,2
Brooklyn,Bedford-Stuyvesant,1
Queens,Flushing,6
Queens,Flushing,6
Bronx,Williamsbridge,2
Manhattan,Two Bridges,3
Manhattan,Two Bridges,3
Manhattan,Two Bridges,3
Manhattan,Midtown,13
Brooklyn,Prospect Heights,1
Manhattan,Midtown,1
Manhattan,East Harlem,1
Manhattan,Inwood,1
Queens,Long Island City,1
Manhattan,Greenwich Village,1
Brooklyn,Crown Heights,1
Brooklyn,Flatbush,1
Manhattan,Greenwich Village,2
Manhattan,Hell's Kitchen,20
Brooklyn,Bensonhurst,1
Queens,Maspeth,1
Manhattan,Chelsea,1
Manhattan,Lower East Side,1
Brooklyn,Bedford-Stuyvesant,3
Brooklyn,Bedford-Stuyvesant,3
Manhattan,Hell's Kitchen,1
Brooklyn,Bushwick,1
Bronx,University Heights,1
Manhattan,Theater District,1
Manhattan,Harlem,6
Manhattan,Harlem,6
Manhattan,Midtown,1
Queens,Sunnyside,3
Manhattan,East Village,9
Manhattan,East Village,9
Manhattan,Midtown,1
Brooklyn,Williamsburg,1
Brooklyn,Bushwick,4
Manhattan,Kips Bay,1
Queens,Elmhurst,1
Bronx,Kingsbridge,1
Manhattan,Upper East Side,3
Manhattan,Greenwich Village,1
Manhattan,Little Italy,1
Manhattan,Upper East Side,1
Brooklyn,Bushwick,1
Manhattan,East Village,1
Brooklyn,Williamsburg,2
Manhattan,Harlem,1
Queens,Astoria,1
Manhattan,Financial District,1
Manhattan,Upper East Side,2
Brooklyn,Williamsburg,1
Brooklyn,Crown Heights,1
Manhattan,Hell's Kitchen,13
Manhattan,Hell's Kitchen,13
Manhattan,Hell's Kitchen,13
Bronx,Mount Hope,1
Brooklyn,Bedford-Stuyvesant,6
Manhattan,Harlem,1
Queens,Astoria,1
Manhattan,Chelsea,1
Manhattan,Midtown,1
Manhattan,Hell's Kitchen,6
Manhattan,Chelsea,1
Brooklyn,Williamsburg,1
Manhattan,East Village,1
Queens,Elmhurst,1
Brooklyn,Bushwick,1
Manhattan,Upper West Side,1
Brooklyn,Williamsburg,1
Manhattan,Greenwich Village,2
Brooklyn,Fort Greene,2
Manhattan,Harlem,1
Manhattan,Chelsea,1
Queens,Woodside,5
Brooklyn,East New York,1
Manhattan,Washington Heights,1
Manhattan,Hell's Kitchen,1
Manhattan,Chelsea,4
Brooklyn,Williamsburg,1
Manhattan,Upper West Side,25
Queens,Astoria,103
Manhattan,Harlem,2
Manhattan,Hell's Kitchen,1
Manhattan,Financial District,1
Manhattan,Chelsea,65
Queens,Ridgewood,1
Brooklyn,Bedford-Stuyvesant,3
Brooklyn,Bushwick,1
Brooklyn,Clinton Hill,1
Manhattan,Hell's Kitchen,1
Manhattan,Hell's Kitchen,1
Queens,Sunnyside,2
Manhattan,Midtown,1
Queens,Jackson Heights,1
Manhattan,Chelsea,1
Manhattan,Midtown,1
Brooklyn,Gowanus,2
Manhattan,Hell's Kitchen,1
Manhattan,Theater District,1
Queens,Long Island City,1
Brooklyn,Williamsburg,1
Brooklyn,Crown Heights,1
Queens,Long Island City,1
Manhattan,Harlem,1
Manhattan,Midtown,1
Bronx,Mott Haven,1
Bronx,Throgs Neck,1
Staten Island,Grant City,2
Manhattan,Harlem,9
Queens,Astoria,3
Manhattan,Harlem,9
Manhattan,Harlem,9
Brooklyn,Bedford-Stuyvesant,2
Brooklyn,Crown Heights,1
Manhattan,Murray Hill,1
Manhattan,Midtown,1
Bronx,Edenwald,1
Brooklyn,Bushwick,3
Staten Island,Castleton Corners,1
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Brooklyn,Williamsburg,1
Manhattan,East Harlem,1
Bronx,Kingsbridge,2
Brooklyn,Vinegar Hill,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Gravesend,2
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Hell's Kitchen,1
Queens,East Elmhurst,1
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Hell's Kitchen,1
Queens,Forest Hills,2
Manhattan,East Harlem,1
Brooklyn,Williamsburg,1
Queens,Woodside,103
Manhattan,West Village,1
Brooklyn,Williamsburg,2
Manhattan,Washington Heights,1
Manhattan,Tribeca,232
Bronx,Port Morris,1
Manhattan,West Village,5
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Harlem,1
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Midtown,8
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Brooklyn,Clinton Hill,1
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Staten Island,Shore Acres,1
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Queens,Woodside,1
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Financial District,327
Manhattan,Financial District,327
Brooklyn,Windsor Terrace,1
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Brooklyn,Flatlands,2
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Brooklyn,Park Slope,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Midtown,2
Queens,Fresh Meadows,5
Brooklyn,Bushwick,1
Manhattan,Hell's Kitchen,1
Brooklyn,Flatbush,1
Manhattan,East Village,4
Brooklyn,Williamsburg,1
Brooklyn,Bedford-Stuyvesant,1
Queens,Flushing,1
Queens,Ditmars Steinway,1
Queens,Fresh Meadows,5
Queens,Fresh Meadows,5
Brooklyn,Bushwick,2
Queens,Elmhurst,1
Brooklyn,Williamsburg,1
Bronx,Tremont,1
Brooklyn,Crown Heights,1
Manhattan,Tribeca,1
Brooklyn,Greenpoint,1
Bronx,Parkchester,1
Brooklyn,Bedford-Stuyvesant,4
Manhattan,East Village,1
Queens,Sunnyside,2
Manhattan,Harlem,6
Brooklyn,Williamsburg,1
Manhattan,Roosevelt Island,1
Brooklyn,Williamsburg,2
Queens,Woodside,103
Queens,Rego Park,1
Manhattan,East Harlem,1
Brooklyn,Prospect Heights,1
Brooklyn,East Flatbush,3
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Williamsburg,1
Brooklyn,Williamsburg,1
Manhattan,East Harlem,1
Queens,East Elmhurst,1
Brooklyn,Downtown Brooklyn,1
Queens,Richmond Hill,1
Manhattan,Upper East Side,1
Brooklyn,Williamsburg,4
Brooklyn,Bushwick,1
Brooklyn,Clinton Hill,1
Manhattan,East Harlem,1
Manhattan,Upper East Side,1
Brooklyn,Gowanus,1
Manhattan,East Village,2
Manhattan,Chelsea,1
Brooklyn,Bushwick,1
Brooklyn,Williamsburg,1
Manhattan,East Harlem,1
Brooklyn,Bedford-Stuyvesant,2
Queens,Astoria,2
Queens,East Elmhurst,7
Manhattan,Harlem,1
Queens,Astoria,1
Queens,Elmhurst,103
Manhattan,Hell's Kitchen,1
Brooklyn,Prospect Heights,1
Brooklyn,Williamsburg,1
Brooklyn,Bedford-Stuyvesant,2
Brooklyn,Williamsburg,4
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Williamsburg,4
Brooklyn,Carroll Gardens,1
Brooklyn,Williamsburg,1
Brooklyn,Williamsburg,1
Brooklyn,Bedford-Stuyvesant,3
Manhattan,Midtown,96
Brooklyn,Fort Greene,1
Manhattan,Upper East Side,1
Queens,Jamaica Hills,2
Manhattan,Midtown,232
Brooklyn,Kensington,1
Brooklyn,Crown Heights,1
Manhattan,Upper West Side,1
Manhattan,Upper East Side,1
Queens,Astoria,3
Manhattan,Harlem,3
Manhattan,West Village,1
Manhattan,Nolita,1
Brooklyn,Kensington,1
Brooklyn,Crown Heights,5
Brooklyn,Fort Greene,1
Brooklyn,Cypress Hills,2
Brooklyn,South Slope,1
Manhattan,Lower East Side,1
Brooklyn,Bushwick,1
Brooklyn,Bedford-Stuyvesant,2
Brooklyn,Bedford-Stuyvesant,3
Brooklyn,Crown Heights,1
Manhattan,Kips Bay,1
Manhattan,Gramercy,1
Manhattan,Hell's Kitchen,1
Queens,Maspeth,1
Manhattan,West Village,5
Manhattan,West Village,5
Manhattan,West Village,5
Brooklyn,Williamsburg,2
Brooklyn,Bedford-Stuyvesant,4
Brooklyn,Prospect-Lefferts Gardens,2
Manhattan,Lower East Side,1
Brooklyn,Prospect-Lefferts Gardens,1
Brooklyn,Bedford-Stuyvesant,4
Manhattan,West Village,2
Manhattan,Harlem,1
Brooklyn,Greenpoint,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Washington Heights,1
Queens,Ridgewood,2
Manhattan,Hell's Kitchen,47
Queens,Long Island City,1
Manhattan,Hell's Kitchen,47
Manhattan,Nolita,1
Bronx,Wakefield,1
Brooklyn,Williamsburg,2
Manhattan,Hell's Kitchen,1
Manhattan,Upper West Side,232
Manhattan,Murray Hill,232
Manhattan,Chelsea,232
Brooklyn,Bay Ridge,1
Queens,Sunnyside,103
Brooklyn,Bedford-Stuyvesant,5
Brooklyn,Greenpoint,1
Manhattan,West Village,1
Manhattan,Upper East Side,1
Brooklyn,Greenpoint,1
Brooklyn,Williamsburg,1
Brooklyn,Williamsburg,1
Manhattan,Hell's Kitchen,13
Brooklyn,Bushwick,4
Brooklyn,Bushwick,4
Queens,Elmhurst,37
Queens,Ridgewood,23
Queens,Ridgewood,23
Queens,Ridgewood,23
Queens,Ridgewood,23
Queens,Ridgewood,23
Queens,Astoria,5
Brooklyn,Bushwick,1
Manhattan,Midtown,1
Manhattan,Theater District,1
Bronx,Kingsbridge,37
Brooklyn,Flatbush,1
Bronx,Longwood,1
Brooklyn,Crown Heights,1
Brooklyn,Bay Ridge,1
Manhattan,Financial District,1
Manhattan,East Harlem,2
Brooklyn,Crown Heights,1
Manhattan,Flatiron District,1
Manhattan,East Harlem,6
Manhattan,Chelsea,65
Brooklyn,East Flatbush,1
Manhattan,Morningside Heights,1
Manhattan,East Harlem,4
Brooklyn,Brooklyn Heights,1
Brooklyn,Bushwick,4
Manhattan,Upper East Side,1
Manhattan,Upper East Side,1
Brooklyn,Bushwick,4
Brooklyn,Bushwick,4
Manhattan,Upper West Side,1
Brooklyn,Bushwick,1
Staten Island,Stapleton,1
Brooklyn,East Flatbush,3
Brooklyn,East Flatbush,3
Brooklyn,Crown Heights,2
Brooklyn,Crown Heights,2
Manhattan,Two Bridges,1
Manhattan,East Village,1
Brooklyn,Williamsburg,1
Manhattan,East Harlem,3
Brooklyn,Williamsburg,1
Manhattan,Kips Bay,121
Manhattan,Kips Bay,121
Manhattan,Kips Bay,121
Manhattan,Financial District,232
Brooklyn,Williamsburg,1
Manhattan,Harlem,2
Brooklyn,Williamsburg,3
Brooklyn,Williamsburg,1
Brooklyn,Bushwick,1
Manhattan,Greenwich Village,1
Bronx,Longwood,1
Brooklyn,Carroll Gardens,3
Brooklyn,Cobble Hill,2
Bronx,Throgs Neck,1
Brooklyn,Bushwick,2
Manhattan,Nolita,1
Queens,Astoria,1
Manhattan,Harlem,2
Brooklyn,Cypress Hills,1
Bronx,Melrose,1
Brooklyn,Bushwick,8
Brooklyn,Fort Greene,1
Queens,Astoria,7
Queens,Astoria,7
Queens,Astoria,1
Queens,Astoria,7
Queens,Astoria,7
Queens,Astoria,7
Manhattan,Hell's Kitchen,2
Bronx,Longwood,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,East Village,1
Queens,Jamaica,1
Manhattan,Upper West Side,3
Manhattan,Murray Hill,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Greenpoint,1
Bronx,Wakefield,1
Brooklyn,Gowanus,3
Queens,Woodside,15
Brooklyn,Canarsie,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Crown Heights,1
Manhattan,Upper West Side,3
Brooklyn,Crown Heights,2
Manhattan,Hell's Kitchen,2
Brooklyn,Flatbush,1
Brooklyn,Bensonhurst,1
Manhattan,Washington Heights,1
Queens,Rego Park,1
Manhattan,Midtown,1
Queens,Briarwood,1
Brooklyn,Prospect-Lefferts Gardens,2
Manhattan,Upper East Side,1
Manhattan,Morningside Heights,1
Queens,Jackson Heights,4
Manhattan,NoHo,1
Brooklyn,Crown Heights,1
Manhattan,East Harlem,1
Brooklyn,Crown Heights,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Prospect-Lefferts Gardens,1
Manhattan,East Harlem,1
Manhattan,Washington Heights,2
Queens,Jackson Heights,1
Manhattan,Hell's Kitchen,1
Manhattan,Greenwich Village,2
Bronx,Westchester Square,1
Manhattan,Chelsea,1
Manhattan,Washington Heights,1
Brooklyn,Bushwick,1
Manhattan,East Harlem,2
Manhattan,Upper East Side,1
Manhattan,Upper East Side,6
Manhattan,Upper East Side,6
Brooklyn,Bushwick,1
Brooklyn,Bushwick,5
Bronx,Fieldston,2
Brooklyn,Bedford-Stuyvesant,2
Manhattan,West Village,1
Manhattan,East Village,9
Manhattan,East Village,9
Manhattan,East Village,9
Manhattan,Murray Hill,327
Manhattan,Murray Hill,327
Manhattan,Murray Hill,327
Manhattan,Murray Hill,327
Manhattan,Murray Hill,327
Manhattan,Murray Hill,327
Manhattan,Murray Hill,327
Manhattan,East Village,1
Manhattan,Murray Hill,327
Brooklyn,Cypress Hills,1
Manhattan,Murray Hill,327
Manhattan,Murray Hill,327
Manhattan,Harlem,1
Brooklyn,Prospect Heights,1
Brooklyn,Williamsburg,1
Manhattan,East Harlem,1
Brooklyn,Flatbush,1
Manhattan,Inwood,37
Manhattan,Upper East Side,2
Queens,College Point,1
Manhattan,Morningside Heights,1
Manhattan,Greenwich Village,2
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,East Flatbush,3
Bronx,Schuylerville,1
Manhattan,West Village,1
Manhattan,East Village,1
Brooklyn,Clinton Hill,1
Brooklyn,East Flatbush,4
Manhattan,Upper West Side,1
Manhattan,Hell's Kitchen,65
Brooklyn,Bedford-Stuyvesant,2
Manhattan,Upper East Side,65
Manhattan,Theater District,65
Brooklyn,Bedford-Stuyvesant,1
Queens,Springfield Gardens,7
Brooklyn,Columbia St,1
Manhattan,East Harlem,1
Queens,Springfield Gardens,7
Queens,Springfield Gardens,7
Queens,Springfield Gardens,7
Queens,Springfield Gardens,7
Brooklyn,Bushwick,1
Brooklyn,Bushwick,1
Queens,Springfield Gardens,7
Queens,Springfield Gardens,7
Brooklyn,Clinton Hill,1
Manhattan,Upper East Side,33
Brooklyn,Williamsburg,2
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Williamsburg,1
Manhattan,Lower East Side,1
Manhattan,Upper East Side,1
Brooklyn,Columbia St,1
Queens,Astoria,1
Brooklyn,Prospect Heights,1
Manhattan,Upper East Side,1
